title_original,ingredients_final,category,title_cleaned,steps_cleaned
SOP Tulang Kambing,"bawang putih, lada, jahe, garam, tulang kambing, kol, wortel, tomat, daun seledri, daun bawang",kambing,Sop Tulang Kambing,"Haluskan bawang putih dan lada kemudian masukkan ke dalam rebusan tulang kambing yang telah direbus selama 1 jam bersama jahe yang dikeprek dan potongan tomat. Setelah mendidih, masukkan wortel dan kol lalu masak hingga sayuran matang. Rebus bihun dan tiriskan, kemudian masukkan bihun ke dalam mangkuk bersama kuah tulang dan sayuran. Taburkan irisan daun seledri dan garam sebagai penyedap."
Ongseng kambing bakar ringan,"daging kambing, bawang merah, bawang putih, tahu, garam, gula merah, penyedap rasa, kecap manis, saus, daun jeruk, minyak goreng",kambing,Ongseng Kambing Bakar,"Bakar daging kambing dengan bumbu kecap dan minyak goreng atau goreng jika tidak ada alat pembakar, rebus daging terlebih dahulu hingga empuk. Cincang bawang merah, bawang putih, kemudian tumis bersama gula merah, daun jeruk, dan garam hingga harum. Masukkan daging kambing dan tahu yang telah dipotong dadu ke dalam bumbu, tambahkan air dingin dan kecap manis, masak hingga bumbu meresap."
Nasi Kebuli Kambing,"daging kambing, beras, air, mentega, bawang bombay, cengkeh, kapulaga, kayu manis, pala, santan, bawang merah, bawang putih, ketumbar, lada",kambing,Nasi Kebuli Kambing,"Rebus daging kambing hingga empuk, kemudian potong kecil. Masukkan mentega hingga cair, lalu tumis bawang merah, bawang putih, ketumbar, lada yang telah dihaluskan bersama bawang bombay, cengkeh, kapulaga, kayu manis, dan pala hingga harum. Masukkan potongan daging, garam, dan gula secukupnya. Setelah matang, sisihkan. Kukus beras selama 30 menit, kemudian masukkan beras ke dalam panci bersama santan dan tumisan daging. Masak dengan api kecil sambil diaduk sesekali, lalu kukus kembali hingga nasi matang. Setelah matang, sajikan dengan bawang goreng dan acar."
Sop Bening Kambing,"daging, bawang merah, bawang putih, garam, gula, cabai merah, seledri, daging sapi, daun jeruk, wortel",kambing,Sop Bening Kambing,"Rebus tulang kambing yang ada dagingnya dua kali hingga gajihnya hilang dan kuahnya bening, kemudian potong bawang merah, keprek dan iris kasar bawang putih, iris halus daun seledri. Keluarkan biji cabai merah, iris kasar. Rebus kembali tulang yang berdaging kambingnya, masukkan wortel setelah mendidih. Masukkan bawang merah, bawang putih, cabai merah dan daun jeruk, tunggu 5 menit hingga meresap ke daging. Setelah itu, masukkan irisan tomat dan seledri, garam dan gula."
Daging kambing goreng,"daging kambing, jeruk nipis, bawang putih, ketumbar, garam, minyak goreng, air",kambing,Daging Kambing Goreng,"Cuci bersih daging kambing, kemudian rendam daging kambing pada air dan perasan jeruk nipis selama minimal setengah jam hingga tidak berbau. Buang air perasan, tambahkan air baru, haluskan bawang putih, ketumbar, dan garam, lalu masukkan ke dalam air rebusan. Rebus daging sekitar 35 menit sampai empuk, buang air rebusan. Haluskan kembali bawang putih, ketumbar, dan garam dengan sedikit air. Iris tipis daging kambing, geprek hingga lebih tipis, lalu lumuri dengan bumbu halus. Panaskan minyak goreng, goreng daging hingga krispi."
Gulai koya kambing,"daging kambing, koya, gula, garam, air, bawang merah, bawang bombay, cabai merah, bawang putih, lengkuas, kunyit, jahe",kambing,Gulai Koya Kambing,"Potong daging kambing, kemudian tumis bawang merah dan bawang bombay hingga matang. Beri bubuk gulai dan aduk rata, masukkan sebagian bumbu ke dalam daging. Tambahkan koya, garam, gula, dan air, aduk rata. Masak dengan air panas hingga kekentalan yang diinginkan, lalu godok terus hingga matang dan koreksi rasa."
Bistik Kambing,"daging kambing, kentang, tomat, bawang putih, bawang merah, bawang bombay, cabai merah, saus teriyaki, saus, kecap manis, garam, air",kambing,Bistik Kambing,"Potong dadu daging kambing dan iris kentang memanjang serta tomat dadu. Iris bawang putih, bawang merah, bawang bombay, dan cabai merah. Tumis daging kambing dengan sedikit minyak, kemudian masukkan irisan bawang putih dan bawang merah. Tambahkan sedikit air, lalu masukkan potongan kentang. Setelah mendidih, tambahkan saus teriyaki, saus, kecap manis, garam, dan aduk hingga merata. Masak hingga bumbu meresap ke dalam daging, kemudian masukkan potongan tomat dan bawang bombay. Koreksi rasa dan masak hingga matang sempurna."
Stir fry kambing & mangga,"daging kambing, dried mango, bawang merah, bawang putih, ketumbar, capsicum",kambing,Stir Fry Kambing Mangga,"Cuci daging kambing kemudian masak dalam pressure cooker dengan garam dan bawang putih selama 20 menit hingga empuk. Setelah itu, potong daging kecil lalu tumis bawang merah, bawang putih, dan cabai. Masukkan bubuk mangga kering, ketumbar, sayuran, dan capsicum kemudian tutup wajan selama 10 menit dan tes rasa"
Iga Kambing Bakar,"iga kambing, kaldu, cabai rawit, kecap manis, garam, gula, bawang merah, bawang putih, daun jeruk",kambing,Iga Kambing Bakar,"Haluskan bawang merah, bawang putih, dan cabai rawit kemudian tumis bersama daun jeruk hingga harum. Lalu masukkan iga kambing dan tumis sebentar, setelah itu tambahkan kaldu, gula, garam, dan kecap manis. Masak dengan api kecil hingga bumbu meresap dan iga empuk. Bakar iga kambing hingga matang"
Nasi Kebuli Kambing Rice Cooker,"daging kambing, beras, wortel, bawang bombay, tomat, kunyit, kapulaga, bunga pekak, cengkeh, kayu manis, jahe, pala, daun salam, garam, minyak zaitun, bawang merah, bawang putih, jintan, ketumbar",kambing,Nasi Kebuli Kambing,"Potong daging kambing sesuai selera, kemudian rebus bersama daun salam hingga mendidih untuk menghilangkan bau prengus dan dapatkan air kaldu. Sisihkan. Haluskan bawang merah, bawang putih, jintan, dan ketumbar, kemudian tumis bersama bawang bombay hingga harum. Masukkan tomat, wortel, kunyit, kapulaga, bunga pekak, cengkeh, kayu manis, jahe, dan pala, lalu masak hingga daging berubah warna. Dalam magic com, masukkan beras dan air kaldu rebusan daging, tambahkan tumisan bumbu dan daging, garam, minyak zaitun, dan aduk rata. Tutup dan masak hingga matang, aduk sebentar saat hampir matang agar daging merata. Diamkan hingga proses selesai."
Kebab Daging Kambing,"tepung terigu, garam, gula, mentega, air, baking powder, daging kambing, bawang bombay, mayonaise, saus, selada, timun",kambing,Kebab Daging Kambing,"Campurkan tepung terigu, baking powder, gula, garam, dan mentega, lalu tuang air hangat sedikit demi sedikit hingga adonan kalis. Siapkan daging kambing yang sudah dimasak tongseng, panggang di atas teflon hingga kesat, sisihkan. Tata selada, timun, daging kambing, bawang bombay, mayonaise, dan saus di atas tortilla."
Sop kambing anti gagal 😊,"daging kambing, lada, bawang putih, pala, kapulaga, daun salam, serai, jahe, lengkuas, jeruk nipis, air, minyak goreng, garam, gula",kambing,Sop Kambing,"Cuci daging kambing, rebus dengan perasan jeruk nipis, setelah agak empuk buang airnya dan cuci bersih. Rebus daging yang sudah dicuci dengan daun salam, serai, lengkuas, jahe, kemudian masukkan bumbu tumis yang terdiri dari lada, pala, bawang putih, kapulaga, garam, dan gula. Diamkan sebentar supaya bumbu meresap, matikan api, angkat, dan sajikan dengan bawang goreng dan sambal."
Daging kambing bumbu pecel,"daging kambing, air, garam, gula, jeruk purut, bawang putih, minyak goreng",kambing,Daging Kambing Bumbu Pecel,"Rebus daging kambing selama 5 sampai 10 menit kemudian haluskan bawang putih dan bumbu pecel lalu tumis bumbu halus hingga harum, setelah itu masukkan air rebusan daging dan masak hingga mengental, kemudian masukkan daging kambing, garam, gula, dan perasan jeruk purut lalu masak hingga matang."
Tongseng kambing,"daging kambing, kol, tomat, cabai rawit, bawang merah, bawang putih, jahe, kunyit, kemiri, ketumbar, serai, lada, daun salam, minyak goreng, kecap manis, garam, air",kambing,Tongseng Kambing,"Potong daging kambing seukuran dadu. Haluskan bumbu, kemudian tumis menggunakan minyak goreng bersama daun salam dan serai hingga harum. Masukkan daging kambing, aduk rata, lalu tambahkan air secukupnya dan masak hingga daging kambing empuk. Setelah daging empuk, masukkan santan, aduk merata, kemudian masukkan irisan cabai rawit, kol, dan tomat. Tambahkan kecap manis dan garam, masak hingga kol agak layu."
Becek Kambing 🐏 (gulai ndeso) khas Tuban,"daging kambing, santan, air, cabai rawit, serai, daun jeruk, pala, mesoyi rempah, lengkuas, daun bawang, bawang goreng, bawang merah, bawang putih, kemiri, ketumbar, lada, jintan, jahe, kunyit, kencur",kambing,Becek Kambing,"Rebus tulangan kambing hingga daging lunak, kemudian masukkan daging kambing yang sudah dipotong dadu. Tambahkan serai, daun jeruk, lengkuas, pala, mesoyi rempah, dan bumbu halus tanpa ditumis. Masukkan santan dan kecilkan api, lalu tambahkan cabai rawit utuh, garam, dan penyedap jika pakai. Masak hingga daging empuk dan bumbu matang meresap, aduk sesekali agar santan tidak pecah. Koreksi rasa, matikan api, dan beri taburan bawang goreng serta irisan daun bawang."
Sate kambing bumbu kacang mantap,"daging kambing, sate, kacang, kacang tanah, bawang putih, cabai merah, bawang merah, gula merah, kecap manis, gula, minyak goreng, air",kambing,Sate Kambing Bumbu Kacang,"Potong dadu daging kambing, kemudian tusuk dengan sate. Haluskan kacang tanah goreng, cabai merah, bawang putih, gula merah, garam, gula, dan vetsin dengan air secukupnya. Panaskan minyak goreng dalam wajan, kemudian masukkan bumbu halus dan masak hingga mendidih dan keluar minyak. Tambahkan perasan jeruk nipis. Lumuri sate dengan bumbu, lalu bakar dengan arang hingga matang."
Kambing Renyah (crispy goat) sederhana ala KFC,"daging kambing, nanas, bawang putih, tepung, telur, air, susu, cabai",kambing,Kambing Renyah,"Potong daging kambing kecil-kecil, kemudian marinasi dengan nanas yang telah diparut atau diblender halus hingga merata dan diamkan selama 30 menit. Setelah itu, cuci bersih daging kambing dan haluskan bawang putih dengan garam. Oleskan bumbu halus ke daging kambing hingga merata. Celupkan daging kambing ke dalam telur, kemudian baluri dengan tepung dan goreng hingga matang."
Tongseng Kambing Tanpa Santan a la wandanis,"daging kambing, kubis, bawang putih, bawang merah, cabai rawit, cabai keriting, kunyit, jahe, lada, lengkuas, daun jeruk, tomat hijau, air, minyak goreng, penyedap rasa, garam, gula jawa, kecap manis",kambing,Tongseng Kambing,"Rebus daging kambing hingga empuk dengan tambahan irisan jahe. Haluskan bawang putih, bawang merah, kunyit, dan cabai keriting, sisihkan. Potong dadu daging kambing yang sudah ditiriskan, iris kubis dan tomat hijau. Tumis bumbu halus hingga harum, kemudian masukkan lengkuas, daun jeruk, cabai rawit, lada, dan aduk rata. Masukkan daging kambing, tumis sebentar hingga bumbu meresap. Tambahkan air, aduk, dan diamkan beberapa menit. Masukkan kubis dan tomat hijau, lalu tambahkan kecap manis, gula jawa, garam, dan penyedap rasa. Aduk dan koreksi rasa hingga pas."
Tongseng Kambing Mercon,"daging kambing, serai, lengkuas, daun salam, bawang merah, air, santan, kol, tomat, kecap manis, daun bawang, cabai rawit, bawang putih, ketumbar, lada, jahe, kunyit, kemiri, kaldu, garam",kambing,Tongseng Kambing,"Rebus daging kambing hingga setengah matang untuk menghilangkan bau. Kemudian, rebus santan bersama bumbu halus, daun salam, serai, dan lengkuas hingga mendidih. Setelah mendidih, matikan kompor. Tumis bawang merah, cabai rawit, dan daging kambing hingga harum, lalu tambahkan kecap manis dan aduk hingga rata. Masukkan santan pada tumisan daging dan tunggu hingga mendidih. Tambahkan tomat, kol, dan daun bawang."
Daging kambing sambal kampung,"daging kambing, cabai merah, cabai hijau, cabai rawit, bawang putih, bawang merah, jahe, daun bawang, bawang goreng, gula, minyak goreng",kambing,Daging Kambing Sambal Kampung,"Rebus daging kambing di presto selama 50 menit hingga empuk, kemudian siapkan cabai merah, cabai hijau, cabai rawit, bawang putih, bawang merah, jahe, dan daun bawang. Kukus cabai, bawang putih, bawang merah, dan jahe kecuali jahe. Setelah dikukus, haluskan bahan yang sudah dikukus. Goreng daging kambing hingga kehitaman, angkat dan tiriskan. Tumis bumbu halus hingga harum, masukkan jahe, gula, dan garam, koreksi rasa. Masukkan daging kambing goreng, lalu tambahkan bawang goreng dan masak hingga matang"
Marak kepala kambing,"kepala kambing, bawang putih, lada, ketumbar, kunyit, jahe, cengkeh, kayu manis, kapulaga, bawang bombay, tomat, garam",kambing,Marak Kepala Kambing,"Bersihkan kepala kambing, rebus dan ganti air rebusannya hingga 3 kali, setelah itu masukkan kunyit, jahe, cengkeh, kayu manis, kapulaga, lada, ketumbar, kemudian didihkan lagi hingga empuk. Haluskan bawang putih. Panaskan 1 sdm minyak goreng, lalu tumis bawang bombay hingga layu dan masukkan bumbu halus. Tumis hingga harum, kemudian masukkan tumisan bumbu halus ke dalam kepala kambing yang telah empuk dan berkuah. Tambahkan garam dan tomat."
Sate kambing spesial saos kacang,"daging kambing, jintan, ketumbar, gula merah, kecap manis, minyak goreng, saus, bawang putih, kacang, garam, air, arang, sate",kambing,Sate Kambing Saos Kacang,"Haluskan bawang putih, jintan, dan ketumbar kemudian campurkan dengan kecap manis, gula merah, dan garam. Potong daging kambing dan tusuk pada sate. Olesi sate dengan bumbu dan diamkan sebentar. Bakar sate di atas arang hingga matang sambil diolesi bumbu. Untuk saus kacang, blender kacang, saus, gula merah, air, dan garam hingga halus. Sate siap disajikan"
Tongseng Kambing No Santan,"daging kambing, kol, tomat, cabai rawit, bawang putih, bawang merah, kunyit, cabai merah, ketumbar, lada, kemiri, lengkuas, jahe, daun salam, daun jeruk, serai",kambing,Tongseng Kambing,"Haluskan bawang putih, bawang merah, kunyit, cabai merah, ketumbar, lada, dan kemiri kemudian tumis bersama lengkuas, jahe, daun salam, daun jeruk, dan serai hingga harum. Setelah itu, masukkan daging kambing dan tumis hingga bumbu meresap. Lalu, tambahkan air dan rebus hingga mengental. Masukkan kol, cabai rawit, dan tomat, aduk sebentar, lalu matikan api."
Nasi goreng kambing ala jawa,"daging kambing, daun bawang, garam, kaldu, kecap manis, nasi, bawang putih, bawang merah, cabai",kambing,Nasi Goreng Kambing Ala Jawa,"Tumis daging kambing dengan api kecil, masukkan bumbu halus, kemudian tumis hingga harum. Masukkan daun bawang dan nasi, lalu tambahkan garam, kaldu, dan kecap manis. Besarkan api dan masak hingga matang."
Daging kambing pedas manis,"daging kambing, bawang bombay, bawang merah, bawang putih, cabai rawit, garam, kaldu bubuk, kecap manis, air",kambing,Daging Kambing Pedas Manis,"Rebus daging kambing hingga empuk, angkat dan tiriskan kemudian potong sesuai selera. Iris bawang merah, bawang putih, dan bawang bombay lalu tumis hingga harum. Masukkan daging kambing yang sudah digoreng, kecap manis, kaldu bubuk, dan garam lalu masak hingga meresap."
Bistik Kambing Teriyaki,"daging kambing, kentang, tomat, cabai merah, bawang putih, bawang merah, lada, saus teriyaki, garam, gula, kecap manis, air, penyedap rasa, bawang bombay, saus, saus sambal",kambing,Bistik Kambing Teriyaki,"Potong dadu daging kambing kemudian tumis dengan sedikit minyak goreng dan lada hingga mulai empuk. Setelah itu, masukkan bawang putih dan bawang merah, tumis hingga harum. Masukkan kentang dan tomat yang sudah dipotong, lalu tambahkan bawang bombay dan cabai merah. Tuangkan air, saus teriyaki, kecap manis, garam, penyedap rasa, saus tomat, dan saus sambal, aduk rata. Tambahkan gula dan masak hingga matang sempurna."
Iga Kambing Saos Mercon,"iga kambing, cabai rawit, bawang bombay, bawang putih, jahe, air, kecap manis, garam, lada, gula, jeruk, minyak goreng",kambing,Iga Kambing Saos Mercon,"Panaskan minyak goreng, kemudian tumis cabai rawit, bawang bombay, bawang putih, dan jahe hingga harum. Masukkan iga kambing, masak hingga berubah warna. Tambahkan kecap manis, garam, lada, gula, dan air. Masak hingga matang dan bumbu meresap sempurna. Tambahkan air jeruk, aduk rata, lalu angkat. Bakar iga di atas bara api atau di teflon hingga berwarna kecokelatan sambil sesekali diolesi bumbu. Angkat, kemudian taruh iga bakar di atas piring dan siram saus mercon kuah tumisan iga sebelumnya."
Tongseng kambing ga Ribet,"daging kambing, daun pepaya, wortel, santan, air, bawang merah, bawang putih, cabai merah, cabai hijau, cabai rawit, serai, daun salam, tomat, kecap manis, garam, minyak goreng",kambing,Tongseng Kambing,"Remas daging kambing menggunakan daun pepaya, kemudian alasi dan tutup dengan daun pepaya dan biarkan selama 3 jam. Potong dadu daging kambing ukuran sesuai selera. Siapkan bumbu, panaskan minyak goreng lalu tumis bawang merah, bawang putih, cabai rawit, cabai merah dan cabai hijau hingga harum. Tambahkan daun salam, serai dan tomat, biarkan hingga harum. Masukkan daging kambing, aduk rata hingga daging berubah warna. Masukkan wortel, tambahkan santan dan air, aduk rata. Masukkan kecap manis dan masak sampai mendidih dengan api sedang sampai air berkurang. Tambahkan garam sesuai selera."
